Distance,Bottom_D,Wind_Spd,Depthm,T_degC,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM,DarkAs,MeanAs,R_DYNHT,R_Nuts,Salnty
-70.721,71.0,11.0,0,17.329,5.64,24.40929,102.98,246.16,0.979,0.316,0.09,0.95,0.018,0.0,0.0,0.534,26.025,0.0,0.0,33.6604
-70.721,71.0,11.0,2,17.329,5.64,24.40945,102.98,246.16,0.979,0.316,0.09,0.95,0.0,0.0,0.0,0.534,26.025,0.007,0.0,33.6604
-70.721,71.0,11.0,6,17.276,5.649,24.42491,103.03,246.57,1.07,0.276,0.2,1.94,0.041,0.32,0.05,0.426,24.771,0.021,0.05,33.6637
-70.721,71.0,11.0,8,17.244,5.643,24.43368,102.86,246.28,1.165,0.343,0.27,2.51,0.056,0.41,0.0,0.51,23.569,0.028,0.0,33.665
-70.721,71.0,11.0,14,17.16,5.642,24.45046,102.67,246.27,1.233,0.293,0.18,1.65,0.037,0.22,0.0,0.523,11.689,0.049,0.0,33.6603
-70.721,71.0,11.0,25,16.937,5.653,24.49722,102.42,246.74,1.232,0.436,0.2,1.84,0.046,0.38,0.0,0.19,1.73,0.087,0.0,33.6516
-70.721,71.0,11.0,34,16.346,5.514,24.62373,98.74,240.66,1.354,0.429,0.28,2.53,0.084,1.2,0.0,0.571,0.158,0.118,0.0,33.6369
-230.587,4083.0,13.0,0,18.336,5.441,24.00585,101.16,237.52,0.161,0.064,0.13,0.87,0.0,0.0,0.0,0.394,2.439,0.0,0.0,33.4526
-230.587,4083.0,13.0,4,18.336,5.441,24.00619,101.16,237.52,0.161,0.064,0.13,0.87,0.0,0.0,0.0,0.394,2.439,0.016,0.0,33.4526
-230.587,4083.0,13.0,16,18.339,5.462,24.00739,101.55,238.46,0.178,0.06,0.2,1.6,0.0,0.0,0.0,0.417,2.117,0.062,0.0,33.4538
-230.587,4083.0,13.0,20,18.336,5.436,24.01566,101.06,237.08,0.189,0.064,0.22,1.55,0.0,0.0,0.0,0.464,2.14,0.078,0.0,33.4632
-230.587,4083.0,13.0,35,18.305,5.445,24.01647,101.16,237.47,0.201,0.076,0.21,1.5,0.0,0.0,0.0,0.426,0.918,0.137,0.0,33.4526
-230.587,4083.0,13.0,61,16.385,5.819,24.43608,104.12,254.05,0.427,0.219,0.23,1.65,0.0,0.0,0.0,0.266,0.477,0.233,0.0,33.4017
-230.587,4083.0,13.0,80,14.652,6.017,24.7937,103.97,262.22,0.255,0.188,0.22,1.62,0.0,0.0,0.0,0.302,0.103,0.297,0.0,33.3668
-1.321,63.0,4.0,0,17.6,6.012,24.23351,110.25,262.46,0.66,0.221,0.09,2.67,0.004,0.0,0.13,0.529,16.569,0.0,0.13,33.5157
-1.321,63.0,4.0,2,17.6,6.012,24.23367,110.25,262.46,0.66,0.221,0.09,2.67,0.0,0.0,0.13,0.529,16.569,0.007,0.13,33.5157
-1.321,63.0,4.0,8,17.286,6.053,24.31246,110.33,264.26,0.928,0.319,0.19,3.02,0.0,0.0,0.0,0.586,17.115,0.029,0.0,33.5199
-1.321,63.0,4.0,10,17.145,6.064,24.34742,110.23,264.75,0.883,0.341,0.17,2.87,0.0,0.0,0.05,0.72,16.395,0.037,0.05,33.5217
-1.321,63.0,4.0,17,16.119,5.915,24.59708,105.38,258.24,1.526,0.592,0.27,3.35,0.0,0.0,0.09,0.702,14.022,0.061,0.09,33.5364
-1.321,63.0,4.0,29,14.169,5.305,25.004,90.86,231.62,1.018,0.465,0.43,4.19,0.379,0.86,0.0,0.297,1.988,0.098,0.0,33.5113
-1.321,63.0,4.0,37,13.682,5.013,25.10685,85.0,218.86,0.466,0.35,0.57,5.4,0.343,2.95,0.0,0.251,0.271,0.121,0.0,33.5135
-100.932,1320.0,12.0,0,19.521,5.359,23.88935,102.03,233.87,0.09,0.034,0.16,1.37,0.009,0.0,0.01,0.282,3.184,0.0,0.01,33.6913
-100.932,1320.0,12.0,2,19.521,5.359,23.88953,102.03,233.87,0.09,0.034,0.16,1.37,0.0,0.0,0.0,0.282,3.184,0.008,0.0,33.6913
-100.932,1320.0,12.0,21,19.384,5.353,23.92923,101.65,233.48,0.105,0.034,0.21,1.19,0.0,0.0,0.17,0.359,3.234,0.084,0.17,33.6949
-100.932,1320.0,12.0,27,19.37,5.318,23.92909,100.96,232.09,0.12,0.033,0.2,1.15,0.0,0.0,0.0,0.287,1.419,0.108,0.0,33.6893
-100.932,1320.0,12.0,47,16.784,5.989,24.44665,108.09,261.09,0.204,0.123,0.22,1.32,0.0,0.0,0.0,0.188,1.702,0.185,0.0,33.5369
-100.932,1320.0,12.0,83,12.364,4.978,25.37494,82.11,217.28,0.286,0.251,0.77,6.13,0.092,7.85,0.0,0.147,0.543,0.288,0.0,33.5196
-100.932,1320.0,12.0,110,10.821,4.413,25.72106,70.46,192.14,0.077,0.101,1.11,12.15,0.0,13.74,0.0,0.233,0.01,0.354,0.0,33.5984
-248.478,3880.0,12.0,0,18.747,5.439,23.99092,101.98,237.41,0.132,0.06,0.08,0.0,0.0,0.0,0.0,0.075,1.525,0.0,0.0,33.5668
-248.478,3880.0,12.0,2,18.747,5.439,23.99109,101.98,237.41,0.132,0.06,0.08,0.0,0.0,0.0,0.0,0.075,1.525,0.008,0.0,33.5668
-248.478,3880.0,12.0,18,18.7,5.437,24.00946,101.85,237.12,0.148,0.054,0.24,1.54,0.0,0.0,0.07,0.174,0.264,0.07,0.07,33.5736
-248.478,3880.0,12.0,23,18.682,5.421,24.02006,101.52,236.65,0.17,0.054,0.21,1.42,0.0,0.0,0.0,0.423,1.233,0.09,0.0,33.581
-248.478,3880.0,12.0,41,18.285,5.525,24.09558,102.66,240.94,0.32,0.127,0.22,1.36,0.0,0.0,0.0,0.318,1.451,0.159,0.0,33.5489
-248.478,3880.0,12.0,72,15.132,5.946,24.78314,103.82,259.57,0.358,0.288,0.24,1.77,0.0,0.0,0.0,0.296,2.428,0.269,0.0,33.4879
-248.478,3880.0,12.0,94,13.212,5.477,25.20538,91.96,238.59,0.183,0.179,0.47,3.64,0.21,3.07,0.0,0.284,2.597,0.335,0.0,33.514
-2.108,60.0,5.0,0,19.627,5.616,23.82447,107.11,245.12,0.386,0.142,0.14,1.8,0.007,0.0,0.09,0.34,13.983,0.0,0.09,33.6421
-2.108,60.0,5.0,3,19.627,5.616,23.82475,107.1,245.12,0.386,0.142,0.14,1.8,0.0,0.0,0.09,0.34,13.983,0.012,0.09,33.6421
-2.108,60.0,5.0,11,18.945,5.777,23.97259,108.75,252.15,0.661,0.234,0.17,1.94,0.0,0.0,0.06,0.327,16.206,0.044,0.06,33.6067
-2.108,60.0,5.0,14,17.327,5.935,24.34043,108.29,259.08,1.016,0.34,0.21,2.23,0.0,0.0,0.14,1.013,19.521,0.056,0.14,33.5685
-2.108,60.0,5.0,25,14.963,5.736,24.84697,99.85,250.4,1.718,0.699,0.33,3.49,0.047,0.0,0.09,0.406,18.649,0.093,0.09,33.5271
-2.108,60.0,5.0,44,14.05,5.134,25.03441,87.72,224.13,0.704,0.538,0.51,4.95,0.268,1.84,0.07,0.142,1.964,0.15,0.07,33.5174
-2.108,60.0,5.0,58,13.333,4.781,25.18851,80.49,208.73,0.233,0.346,0.7,6.92,0.273,5.05,0.32,0.187,0.163,0.19,0.32,33.5261
-75.044,1357.0,8.0,0,19.489,5.362,23.84859,101.99,234.04,0.097,0.023,0.27,1.44,0.007,0.04,0.22,0.197,1.842,0.0,0.22,33.6271
-75.044,1357.0,8.0,2,19.489,5.362,23.84878,101.99,234.04,0.097,0.023,0.27,1.44,0.0,0.0,0.22,0.197,1.842,0.008,0.22,33.6271
-75.044,1357.0,8.0,21,19.482,5.344,23.9027,101.66,233.09,0.132,0.031,0.22,1.38,0.0,0.0,0.0,0.74,2.136,0.085,0.0,33.6931
-75.044,1357.0,8.0,47,15.906,5.919,24.63239,104.99,258.39,0.211,0.115,0.23,1.72,0.0,0.0,0.0,0.16,2.211,0.183,0.0,33.5169
-75.044,1357.0,8.0,83,12.228,4.926,25.39918,81.02,214.55,0.221,0.273,0.77,6.66,0.048,7.73,0.0,0.113,0.791,0.289,0.0,33.5174
-75.044,1357.0,8.0,108,10.972,4.136,25.69489,66.25,180.09,0.078,0.101,1.22,13.09,0.0,14.83,0.0,0.118,0.071,0.351,0.0,33.5992
-214.612,3830.0,11.0,0,18.664,5.485,24.06435,102.73,239.42,0.197,0.072,0.21,1.34,0.015,0.0,0.0,0.354,2.733,0.0,0.0,33.6357
-214.612,3830.0,11.0,2,18.664,5.485,24.06453,102.73,239.42,0.197,0.072,0.21,1.34,0.0,0.0,0.0,0.354,2.733,0.008,0.0,33.6357
-214.612,3830.0,11.0,16,18.58,5.472,24.08266,102.31,238.63,0.204,0.078,0.21,1.26,0.0,0.0,0.0,0.302,2.964,0.061,0.0,33.6304
-214.612,3830.0,11.0,20,18.579,5.434,24.08555,101.6,237.2,0.207,0.071,0.2,1.23,0.0,0.0,0.0,0.326,2.813,0.077,0.0,33.6334
-214.612,3830.0,11.0,36,17.461,5.659,24.33779,103.54,246.73,0.51,0.26,0.22,1.14,0.0,0.0,0.0,0.36,4.686,0.137,0.0,33.6045
-214.612,3830.0,11.0,61,12.749,5.172,25.28735,86.0,225.28,0.23,0.218,0.74,5.67,0.164,6.76,0.0,0.086,0.644,0.214,0.0,33.5041
-214.612,3830.0,11.0,80,11.394,4.613,25.56931,74.54,200.88,0.125,0.155,1.0,9.74,0.029,11.52,0.0,0.208,0.198,0.263,0.0,33.5369
-373.985,4121.0,12.0,0,18.906,5.419,23.85791,101.84,236.54,0.097,0.035,0.23,1.74,0.0,0.0,0.0,0.223,1.835,0.0,0.0,33.445
-373.985,4121.0,12.0,3,18.906,5.419,23.85818,101.84,236.54,0.097,0.035,0.23,1.74,0.0,0.0,0.0,0.223,1.835,0.012,0.0,33.445
-373.985,4121.0,12.0,21,18.879,5.408,23.86825,101.57,235.89,0.106,0.05,0.24,1.67,0.0,0.0,0.0,0.207,2.004,0.085,0.0,33.4472
-373.985,4121.0,12.0,28,18.865,5.419,23.873,101.75,236.56,0.103,0.045,0.24,1.65,0.0,0.0,0.0,0.16,2.106,0.113,0.0,33.448
-373.985,4121.0,12.0,83,14.159,5.823,24.96679,99.66,254.19,0.226,0.202,0.31,2.19,0.053,0.22,0.0,0.138,1.316,0.304,0.0,33.4562
-373.985,4121.0,12.0,109,13.311,5.402,25.2912,90.96,235.3,0.196,0.178,0.48,3.85,0.092,3.32,0.0,0.26,0.094,0.382,0.0,33.6494
-131.842,4237.0,19.0,0,14.834,5.894,24.62948,102.15,257.18,0.11,0.112,0.29,1.86,0.009,0.01,0.16,0.253,1.76,0.0,0.16,33.2109
-131.842,4237.0,19.0,2,14.834,5.894,24.62961,102.15,257.18,0.11,0.112,0.29,1.86,0.0,0.0,0.16,0.253,1.76,0.007,0.16,33.2109
-131.842,4237.0,19.0,19,14.814,5.916,24.63368,102.49,257.85,0.11,0.044,0.3,1.83,0.0,0.0,0.4,0.336,4.142,0.063,0.4,33.2092
-131.842,4237.0,19.0,26,14.803,5.891,24.63641,102.02,257.03,0.115,0.049,0.27,1.8,0.0,0.0,0.13,0.203,2.063,0.086,0.13,33.2091
-131.842,4237.0,19.0,48,14.747,5.924,24.64548,102.47,258.2,0.134,0.058,0.28,1.79,0.0,0.0,0.12,1.363,0.803,0.158,0.12,33.2035
-131.842,4237.0,19.0,81,14.12,5.959,24.89719,101.86,259.66,0.367,0.269,0.28,2.07,0.0,0.0,0.21,0.229,1.359,0.266,0.21,33.3557
-131.842,4237.0,19.0,95,13.937,5.858,24.95091,99.76,255.25,0.342,0.271,0.31,2.23,0.087,0.13,0.3,0.299,1.507,0.308,0.3,33.3751
-2.767,67.0,5.0,0,11.381,4.375,25.75509,70.8,190.84,1.889,0.31,1.6,21.43,0.169,18.9,0.08,0.45,44.929,0.0,0.08,33.7774
-2.767,67.0,5.0,3,11.381,4.375,25.75522,70.8,190.84,1.889,0.31,1.6,21.43,0.169,18.9,0.08,0.45,44.929,0.007,0.08,33.7774
-2.767,67.0,5.0,10,11.315,4.373,25.76749,70.67,190.72,1.697,0.281,1.55,20.99,0.167,18.46,0.07,0.443,47.879,0.022,0.07,33.7773
-2.767,67.0,5.0,13,11.255,4.344,25.77783,70.11,189.46,2.193,0.364,1.58,21.03,0.165,18.63,0.09,0.363,54.991,0.029,0.09,33.7764
-2.767,67.0,5.0,22,11.147,4.287,25.79744,69.02,186.97,2.565,0.482,1.57,21.0,0.161,18.57,0.1,0.364,34.355,0.049,0.1,33.776
-2.767,67.0,5.0,39,11.115,4.221,25.80512,67.91,184.1,2.377,0.457,1.59,21.03,0.159,18.88,0.1,0.263,5.396,0.086,0.1,33.7775
-2.767,67.0,5.0,46,10.91,4.296,25.8444,68.81,187.35,2.186,0.43,1.58,21.0,0.158,18.81,0.09,0.227,1.147,0.101,0.09,33.7805
-38.709,2223.0,18.0,0,13.538,5.901,25.08443,99.74,257.4,0.799,0.256,0.41,3.6,0.214,2.33,0.33,9.821,7.491,0.0,0.33,33.4493
-38.709,2223.0,18.0,2,13.538,5.901,25.08455,99.74,257.4,0.799,0.256,0.41,3.6,0.214,2.33,0.33,9.821,7.491,0.006,0.33,33.4493
-38.709,2223.0,18.0,13,13.502,5.886,25.09247,99.4,256.74,0.699,0.269,0.4,3.57,0.213,2.33,0.26,3.569,11.519,0.037,0.26,33.4493
-38.709,2223.0,18.0,18,13.351,5.838,25.12796,98.29,254.65,0.813,0.285,0.46,4.15,0.24,3.12,0.27,0.417,15.929,0.052,0.27,33.4554
-38.709,2223.0,18.0,32,12.802,5.802,25.25686,96.58,252.73,1.77,0.5,0.62,5.96,0.261,5.41,0.16,0.44,18.765,0.09,0.16,33.4801
-14.811,577.0,30.0,3,13.337,6.345,25.27224,106.92,276.84,10.963,1.078,0.35,5.42,0.114,1.31,0.19,0.236,2.435,0.008,0.19,33.6393
-14.811,577.0,30.0,4,13.341,6.388,25.27149,107.65,278.26,10.628,1.934,0.36,5.06,0.11,1.19,0.25,0.264,2.788,0.011,0.25,33.6393
-14.811,577.0,30.0,5,13.356,6.395,25.26581,107.8,278.56,10.42,1.659,0.33,4.86,0.108,1.09,0.16,0.255,2.82,0.014,0.16,33.6358
-14.811,577.0,30.0,10,13.269,6.323,25.28484,106.4,275.87,7.712,1.46,0.34,4.88,0.109,1.29,0.18,0.369,3.917,0.027,0.18,33.6374
-14.811,577.0,30.0,16,13.19,6.069,25.30216,101.95,264.35,11.267,1.786,0.39,5.33,0.125,1.98,0.17,0.131,2.049,0.043,0.17,33.6389
-14.811,577.0,30.0,20,11.292,4.197,25.67613,67.73,183.12,1.927,0.503,1.2,13.0,0.305,13.87,0.18,0.279,0.154,0.053,0.18,33.6539
-123.002,3806.0,7.0,0,14.414,5.946,24.86212,102.29,259.43,0.368,0.118,0.26,1.96,0.043,0.11,0.03,0.18,5.696,0.0,0.03,33.3965
-123.002,3806.0,7.0,2,14.414,5.946,24.86225,102.29,259.43,0.368,0.118,0.26,1.96,0.043,0.11,0.0,0.18,5.696,0.006,0.0,33.3965
-123.002,3806.0,7.0,14,14.337,5.895,24.87984,101.25,256.88,0.409,0.137,0.25,1.81,0.042,0.06,0.0,0.195,6.402,0.043,0.0,33.3973
-123.002,3806.0,7.0,20,14.291,5.933,24.88401,101.8,258.86,0.428,0.146,0.26,1.84,0.045,0.07,0.0,0.233,6.988,0.062,0.0,33.3897
-123.002,3806.0,7.0,58,13.771,6.017,25.02228,102.16,262.16,1.219,0.297,0.31,2.09,0.115,1.13,0.19,0.172,1.526,0.176,0.19,33.4261
-123.002,3806.0,7.0,70,13.667,6.079,25.0631,103.02,264.84,1.583,0.325,0.32,2.03,0.126,1.37,0.23,0.215,0.415,0.212,0.23,33.4505
-11.042,606.0,10.0,0,14.403,5.859,25.02426,100.9,255.62,1.274,0.319,0.35,3.71,0.137,1.84,0.08,1.021,28.806,0.0,0.08,33.6036
-11.042,606.0,10.0,2,14.403,5.859,25.02439,100.9,255.62,1.274,0.319,0.35,3.71,0.137,1.84,0.08,1.021,28.806,0.006,0.08,33.6036
-11.042,606.0,10.0,8,14.372,5.878,25.02113,101.15,256.1,1.286,0.334,0.35,3.67,0.134,1.74,0.0,0.597,31.764,0.023,0.0,33.5904
-11.042,606.0,10.0,10,14.276,5.853,25.04511,100.52,255.36,1.284,0.32,0.36,3.7,0.133,1.79,0.0,0.59,33.299,0.029,0.0,33.5951
-11.042,606.0,10.0,19,14.157,5.792,25.06227,99.23,252.68,1.294,0.363,0.37,3.73,0.154,2.07,0.05,0.56,26.484,0.055,0.05,33.5843
-11.042,606.0,10.0,32,12.088,4.742,25.46558,77.8,206.52,0.309,0.176,0.89,8.94,0.206,9.71,0.0,0.245,1.434,0.091,0.0,33.572
-11.042,606.0,10.0,38,11.426,4.336,25.61103,70.16,188.81,0.21,0.148,1.05,11.25,0.098,12.19,0.0,0.616,0.033,0.106,0.0,33.6005
-51.239,1641.0,6.0,0,14.991,6.091,24.89114,106.14,265.8,0.628,0.197,0.18,2.96,0.051,0.29,0.1,0.43,16.37,0.0,0.1,33.5944
-51.239,1641.0,6.0,2,14.991,6.091,24.89127,106.14,265.8,0.628,0.197,0.18,2.96,0.051,0.29,0.1,0.43,16.37,0.006,0.1,33.5944
-51.239,1641.0,6.0,13,14.961,6.083,24.89903,105.94,265.46,0.621,0.171,0.17,2.59,0.047,0.15,0.08,0.452,16.485,0.04,0.08,33.5951
-51.239,1641.0,6.0,18,14.913,6.069,24.91283,105.59,264.81,0.655,0.197,0.17,2.49,0.048,0.12,0.07,0.47,16.885,0.055,0.07,33.5991
-51.239,1641.0,6.0,32,14.168,6.001,25.06485,102.83,261.45,1.133,0.473,0.26,3.17,0.129,1.1,0.08,0.426,17.721,0.097,0.08,33.5896
-51.239,1641.0,6.0,65,10.888,3.698,25.76431,59.18,161.0,0.32,0.205,1.27,14.63,0.065,15.51,0.0,0.474,0.248,0.181,0.0,33.6716
-150.934,3458.0,15.0,0,14.947,5.873,24.77059,102.15,256.19,0.307,0.108,0.24,1.85,0.011,0.01,0.05,0.409,4.065,0.0,0.05,33.4256
-150.934,3458.0,15.0,2,14.947,5.873,24.77072,102.15,256.19,0.307,0.108,0.24,1.85,0.0,0.0,0.05,0.409,4.065,0.006,0.05,33.4256
-150.934,3458.0,15.0,13,14.947,5.901,24.77359,102.63,257.17,0.298,0.123,0.25,1.83,0.0,0.0,0.07,0.373,5.413,0.041,0.07,33.4284
-150.934,3458.0,15.0,18,14.947,5.901,24.77491,102.63,257.17,0.314,0.114,0.23,1.83,0.0,0.0,0.0,0.355,5.794,0.057,0.0,33.4297
-150.934,3458.0,15.0,32,14.95,5.873,24.77309,102.15,256.22,0.302,0.097,0.24,1.79,0.0,0.0,0.06,0.467,3.885,0.101,0.06,33.427
-150.934,3458.0,15.0,55,14.947,5.886,24.77585,102.36,256.51,0.317,0.114,0.24,1.77,0.0,0.0,0.05,0.47,0.622,0.174,0.05,33.4278
-150.934,3458.0,15.0,65,14.934,5.871,24.77915,102.07,256.1,0.333,0.127,0.24,1.81,0.0,0.05,0.1,0.446,0.061,0.206,0.1,33.4276
-69.101,1716.0,9.0,0,15.457,5.931,24.72264,104.27,258.84,0.199,0.062,0.23,1.55,0.022,0.0,0.04,0.185,6.012,0.0,0.04,33.5082
-69.101,1716.0,9.0,2,15.457,5.931,24.72277,104.27,258.84,0.199,0.062,0.23,1.55,0.0,0.0,0.0,0.185,6.012,0.006,0.0,33.5082
-69.101,1716.0,9.0,17,14.669,6.068,24.89029,105.0,264.41,0.308,0.162,0.22,1.47,0.0,0.0,0.08,0.253,9.143,0.054,0.08,33.5019
-69.101,1716.0,9.0,22,14.508,6.094,24.92583,105.1,265.95,0.37,0.21,0.22,1.51,0.0,0.0,0.0,0.354,10.789,0.069,0.0,33.5031
-69.101,1716.0,9.0,39,13.982,5.981,25.05217,102.05,260.58,0.803,0.38,0.24,1.89,0.053,0.15,0.1,0.328,16.446,0.119,0.1,33.5225
-69.101,1716.0,9.0,69,12.644,4.884,25.35697,81.07,213.17,0.251,0.197,0.74,7.0,0.069,7.6,0.0,0.13,1.113,0.204,0.0,33.567
-69.101,1716.0,9.0,80,11.912,4.435,25.51461,72.49,193.14,0.109,0.125,1.0,10.09,0.052,11.13,0.0,0.075,0.306,0.232,0.0,33.5895
-208.481,3715.0,11.0,0,16.03,5.786,24.52427,102.83,252.55,0.084,0.034,0.24,1.54,0.014,0.0,0.02,0.287,1.391,0.0,0.02,33.417
-208.481,3715.0,11.0,2,16.03,5.786,24.52441,102.83,252.55,0.084,0.034,0.24,1.54,0.0,0.0,0.0,0.287,1.391,0.007,0.0,33.417
-208.481,3715.0,11.0,18,15.584,5.833,24.62482,102.75,254.24,0.082,0.032,0.26,1.53,0.0,0.0,0.0,0.233,1.487,0.061,0.0,33.4161
-208.481,3715.0,11.0,24,15.498,5.833,24.64776,102.57,254.56,0.096,0.041,0.25,1.5,0.0,0.0,0.08,0.194,1.777,0.081,0.08,33.4206
-208.481,3715.0,11.0,43,14.788,5.915,24.78579,102.52,257.78,0.183,0.071,0.24,1.42,0.0,0.0,0.0,0.209,2.184,0.142,0.0,33.3973
-208.481,3715.0,11.0,74,14.043,5.866,24.9513,100.13,255.6,0.515,0.305,0.29,1.62,0.071,0.0,0.2,0.108,2.833,0.239,0.2,33.4056
-208.481,3715.0,11.0,89,13.848,5.791,24.99839,98.46,252.76,0.307,0.234,0.33,1.81,0.245,0.32,0.26,0.739,0.074,0.284,0.26,33.4133
-75.502,1409.0,13.0,0,16.484,5.722,24.65407,102.8,249.62,0.13,0.025,0.22,2.22,0.035,0.52,0.11,0.236,2.435,0.0,0.11,33.721
-75.502,1409.0,13.0,2,16.484,5.722,24.65422,102.8,249.62,0.13,0.025,0.22,2.22,0.035,0.52,0.11,0.236,2.435,0.007,0.11,33.721
-75.502,1409.0,13.0,17,16.074,5.796,24.74536,103.28,252.6,0.144,0.035,0.19,1.17,0.0,0.0,0.0,0.264,2.788,0.055,0.0,33.716
-75.502,1409.0,13.0,23,15.931,5.824,24.77517,103.49,254.11,0.187,0.037,0.2,0.89,0.0,0.0,0.0,0.255,2.82,0.075,0.0,33.7121
-75.502,1409.0,13.0,41,15.599,5.892,24.84394,103.99,256.76,0.339,0.104,0.18,0.43,0.0,0.0,0.0,0.369,3.917,0.131,0.0,33.7031
-75.502,1409.0,13.0,72,13.151,4.869,25.27819,81.69,212.09,0.848,0.618,0.66,6.11,0.181,6.11,0.0,0.131,2.049,0.221,0.0,33.5939
-75.502,1409.0,13.0,84,11.906,4.278,25.52384,69.92,186.64,0.364,0.399,0.93,10.19,0.079,11.36,0.0,0.279,0.154,0.253,0.0,33.5997
-214.305,3832.0,2.0,0,16.482,5.71,24.58111,102.52,249.19,0.081,0.033,0.23,1.59,0.016,0.0,0.0,0.145,1.923,0.0,0.0,33.6254
-214.305,3832.0,2.0,2,16.482,5.71,24.58126,102.52,249.19,0.081,0.033,0.23,1.59,0.0,0.0,0.0,0.145,1.923,0.007,0.0,33.6254
-214.305,3832.0,2.0,21,16.218,5.729,24.64315,102.32,249.7,0.087,0.041,0.22,1.67,0.0,0.0,0.0,0.154,1.926,0.07,0.0,33.6253
-214.305,3832.0,2.0,29,16.19,5.736,24.64966,102.39,250.31,0.103,0.035,0.23,1.64,0.0,0.0,0.0,1.533,0.456,0.096,0.0,33.6247
-214.305,3832.0,2.0,52,15.25,5.864,24.82337,102.68,255.55,0.166,0.076,0.24,1.61,0.0,0.0,0.0,0.197,1.284,0.17,0.0,33.5753
-214.305,3832.0,2.0,90,13.045,5.11,25.28544,85.53,223.01,0.353,0.259,0.6,4.81,0.086,5.2,0.0,0.066,1.279,0.282,0.0,33.5748
-214.305,3832.0,2.0,108,11.829,4.703,25.5302,76.73,204.81,0.164,0.187,0.86,7.76,0.043,9.33,0.06,0.032,0.248,0.329,0.06,33.5879
-374.237,4107.0,11.0,0,16.412,5.694,24.54032,102.05,248.5,0.08,0.028,0.24,1.67,0.017,0.0,0.12,0.219,0.989,0.0,0.12,33.5513
-374.237,4107.0,11.0,2,16.412,5.694,24.54047,102.05,248.5,0.08,0.028,0.24,1.67,0.0,0.0,0.12,0.219,0.989,0.007,0.12,33.5513
-374.237,4107.0,11.0,19,16.396,5.701,24.53963,102.13,248.51,0.084,0.022,0.23,1.73,0.0,0.0,0.0,0.093,1.64,0.065,0.0,33.5438
-374.237,4107.0,11.0,26,16.333,5.703,24.55936,102.04,248.87,0.083,0.023,0.24,1.72,0.0,0.0,0.0,0.218,1.671,0.088,0.0,33.55
-374.237,4107.0,11.0,48,15.702,5.767,24.70841,101.91,251.34,0.093,0.029,0.23,1.65,0.0,0.0,0.0,0.222,1.085,0.161,0.0,33.5562
-374.237,4107.0,11.0,81,15.455,5.737,24.77692,100.86,250.02,0.175,0.081,0.23,1.65,0.0,0.0,0.0,0.086,0.992,0.267,0.0,33.571
-374.237,4107.0,11.0,96,14.926,5.707,24.8531,99.24,248.7,0.259,0.191,0.26,1.77,0.027,0.0,0.05,0.062,0.368,0.315,0.05,33.5187
-6.837,67.0,3.0,0,13.414,6.773,25.34232,114.39,295.01,14.44,1.055,0.53,13.4,0.178,3.65,0.24,2.481,333.424,0.0,0.24,33.7502
-6.837,67.0,3.0,2,13.414,6.773,25.34243,114.39,295.01,14.44,1.055,0.53,13.4,0.178,3.65,0.24,2.481,333.424,0.005,0.24,33.7502
-6.837,67.0,3.0,4,13.405,6.187,25.34638,104.48,269.48,12.097,1.033,0.61,13.92,0.199,5.46,0.25,2.254,232.479,0.01,0.25,33.7528
-6.837,67.0,3.0,5,13.373,6.188,25.35507,104.43,269.52,13.427,1.094,0.62,13.87,0.2,5.41,0.28,5.838,258.267,0.013,0.28,33.7556
-6.837,67.0,3.0,10,13.245,6.007,25.37936,101.1,261.63,12.342,1.081,0.66,13.88,0.205,5.95,0.29,1.989,188.647,0.026,0.29,33.7533
-6.837,67.0,3.0,18,13.205,5.758,25.38844,96.83,250.79,6.819,1.092,0.71,14.2,0.216,6.56,0.23,1.351,26.128,0.047,0.23,33.7541
-6.837,67.0,3.0,22,13.075,5.593,25.41556,93.8,243.59,6.396,0.922,0.78,15.18,0.232,7.45,0.33,1.202,3.262,0.057,0.33,33.7553
-130.83,4246.0,18.0,0,16.759,5.755,24.16483,103.61,250.95,0.234,0.046,0.26,1.05,0.012,0.0,0.17,0.497,5.007,0.0,0.17,33.1667
-130.83,4246.0,18.0,3,16.759,5.755,24.16505,103.61,250.95,0.234,0.046,0.26,1.05,0.0,0.0,0.17,0.497,5.007,0.011,0.17,33.1667
-130.83,4246.0,18.0,14,16.69,5.741,24.18105,103.2,250.34,0.249,0.055,0.26,1.05,0.0,0.0,0.15,0.443,5.981,0.052,0.15,33.1656
-130.83,4246.0,18.0,26,15.743,5.929,24.42265,104.63,258.48,0.52,0.145,0.28,0.74,0.033,0.05,0.18,0.395,10.156,0.096,0.18,33.1986
-130.83,4246.0,18.0,34,15.496,5.945,24.4734,104.38,259.16,0.51,0.158,0.3,0.92,0.036,0.12,0.21,0.426,9.356,0.124,0.21,33.1926
-130.83,4246.0,18.0,62,13.195,6.042,24.91592,101.17,263.28,0.434,0.246,0.36,1.97,0.037,0.11,0.38,0.426,1.846,0.216,0.38,33.1379
-130.83,4246.0,18.0,77,12.618,5.821,25.10826,96.37,253.6,0.332,0.277,0.48,2.59,0.113,1.04,0.1,0.222,0.665,0.26,0.1,33.2391
-158.223,4244.0,17.0,0,18.0,5.513,24.06465,101.82,240.42,0.07,0.025,0.3,1.8,0.019,0.11,0.07,0.276,1.544,0.0,0.07,33.4217
